1585;sonatype;9;;xalan.xalansamples;;;https://ossindex.sonatype.org/component/pkg:maven/xalan/xalansamples
1585;jarcasting;10;Xalan Java Serializer;xalan.serializer.2.7.2;Serializer, чтобы написать XML, HTML и т. Д. В качестве потока символов из входного DOM или из событий входного саксофона.;Serializer to write out XML, HTML etc. as a stream of characters from an input DOM or from input SAX events.;https://jarcasting.com/artifacts/xalan/serializer/
1585;jarcasting;11;Xalan;com.guicedee.services.xalan.1.2.0.3-jre17-rc1;Родительский держатель для системы EE JMPS;The Parent Holder for the Guiced EE JMPS System;https://jarcasting.com/artifacts/com.guicedee.services/xalan/
1585;jarcasting;12;Petals ESB - Shared libraries - Xalan XSL Transformer 2.7.1;org.ow2.petals.petals-sl-xalan-2.7.1.1.2.2;XLAN XSL Transformer 2.7.1;Xalan XSL Transformer 2.7.1;https://jarcasting.com/artifacts/org.ow2.petals/petals-sl-xalan-2.7.1/
1585;jarcasting;13;Apache ServiceMix :: Bundles :: serializer;org.apache.servicemix.bundles.org.apache.servicemix.bundles.xalan-serializer.2.7.2_1;Этот пакет Osgi завершает сериализатор 2.7.2 файл JAR.;This OSGi bundle wraps serializer 2.7.2 jar file.;https://jarcasting.com/artifacts/org.apache.servicemix.bundles/org.apache.servicemix.bundles.xalan-serializer/
1585;jarcasting;14;serialization.Reproducing Xalan Bug;com.cedarsoft.serialization.test.xalan-bug.8.9.0;Проекты с открытым исходным кодом Cedarsoft;cedarsoft Open Source projects;https://jarcasting.com/artifacts/com.cedarsoft.serialization.test/xalan-bug/
1585;jarcasting;15;Camel Quarkus :: Support :: Xalan;org.apache.camel.quarkus.camel-quarkus-support-xalan-parent.2.10.0;Конфигурация плагинов Maven;Maven plugins configuration;https://jarcasting.com/artifacts/org.apache.camel.quarkus/camel-quarkus-support-xalan-parent/
1585;jarcasting;16;Xalan Serializer;org.lucee.xalan-serializer.2.7.2;Версия сериализатора OSGI OSGI;OSGi Version of Xalan Serializer;https://jarcasting.com/artifacts/org.lucee/xalan-serializer/
1585;jarcasting;17;EAP Base Module org.apache.xalan:main;org.kie.modules.org-apache-xalan-main.6.5.0.Final;Родитель с зависимостями импортирует платформу Kie Platform Bom и добавляет испытательные зависимости по умолчанию.Все модули расширяют этого родителя, за исключением пользовательских бом (которые используются здесь).;The parent with dependencies imports the KIE Platform BOM and adds the default test-scoped dependencies. All modules extend this parent, except for the user-facing BOMs (which are used here).;https://jarcasting.com/artifacts/org.kie.modules/org-apache-xalan-main/
1585;jarcasting;18;xalan-interpretive;org.docx4j.org.apache.xalan-interpretive.11.0.0;;;https://jarcasting.com/artifacts/org.docx4j.org.apache/xalan-interpretive/
1585;jarcasting;19;Xalan Java;org.docx4j.org.apache.xalan-parent.11.0.0;Xalan-Java-это процессор XSLT для преобразования документов XML в HTML, текстовый или другие типы документов XML.Он реализует XSL Transformations (XSLT) версию 1.0 и XML Language (XPATH) версии 1.0.;Xalan-Java is an XSLT processor for transforming XML documents into HTML, text, or other XML document types. It implements XSL Transformations (XSLT) Version 1.0 and XML Path Language (XPath) Version 1.0.;https://jarcasting.com/artifacts/org.docx4j.org.apache/xalan-parent/
1585;mavenjar;20;Xalan;com.guicedee.services.xalan.1.2.0.3-jre17-rc1;Родительский держатель для системы EE JMPS;The Parent Holder for the Guiced EE JMPS System;https://mavenjar.com/artifact/com.guicedee.services/xalan
1585;mavenjar;21;Camel Quarkus :: Support :: Xalan;org.apache.camel.quarkus.camel-quarkus-support-xalan-parent.1.6.0;Конфигурация плагинов Maven;Maven plugins configuration;https://mavenjar.com/artifact/org.apache.camel.quarkus/camel-quarkus-support-xalan-parent
1585;mavenjar;22;serialization.Reproducing Xalan Bug;com.cedarsoft.serialization.test.xalan-bug.8.9.0;Проекты с открытым исходным кодом Cedarsoft;cedarsoft Open Source projects;https://mavenjar.com/artifact/com.cedarsoft.serialization.test/xalan-bug
1585;mavenjar;23;Apache ServiceMix :: Bundles :: xalan;org.apache.servicemix.bundles.org.apache.servicemix.bundles.xalan.2.7.2_3;Этот пакет Osgi завершает файл xalan 2.7.2 JAR.;This OSGi bundle wraps xalan 2.7.2 jar file.;https://mavenjar.com/artifact/org.apache.servicemix.bundles/org.apache.servicemix.bundles.xalan
1585;mavenjar;24;Petals ESB - Shared libraries - Xalan XSL Transformer 2.7.1;org.ow2.petals.petals-sl-xalan-2.7.1.1.2.2;XLAN XSL Transformer 2.7.1;Xalan XSL Transformer 2.7.1;https://mavenjar.com/artifact/org.ow2.petals/petals-sl-xalan-2.7.1
1585;mavenjar;25;Camel Quarkus :: Support :: Xalan :: Runtime;org.apache.camel.quarkus.camel-quarkus-support-xalan.1.6.0;Конфигурация плагинов Maven;Maven plugins configuration;https://mavenjar.com/artifact/org.apache.camel.quarkus/camel-quarkus-support-xalan
1585;mavenjar;26;Camel Quarkus :: Support :: Xalan :: Deployment;org.apache.camel.quarkus.camel-quarkus-support-xalan-deployment.1.6.0;Конфигурация плагинов Maven;Maven plugins configuration;https://mavenjar.com/artifact/org.apache.camel.quarkus/camel-quarkus-support-xalan-deployment
1585;mavenjar;27;Apache Ant + Xalan 2;org.apache.ant.ant-apache-xalan2.1.10.7;Содержит специфичные для xalan2 особенности;contains Xalan2-specific features;https://mavenjar.com/artifact/org.apache.ant/ant-apache-xalan2
1585;mavenjar;28;Xalan Java Serializer;xalan.serializer.2.7.2;Serializer, чтобы написать XML, HTML и т. Д. В качестве потока символов из входного DOM или из событий входного саксофона.;Serializer to write out XML, HTML etc. as a stream of characters from an input DOM or from input  SAX events.;https://mavenjar.com/artifact/xalan/serializer
1585;sonatype;29;Serializer to write out XML, HTML etc. as a stream of characters from an input DOM or from input  SAX events.;xalan.serializer;Serializer, чтобы написать XML, HTML и т. Д. В качестве потока символов из входного DOM или из событий входного саксофона.;Serializer to write out XML, HTML etc. as a stream of characters from an input DOM or from input  SAX events.;https://ossindex.sonatype.org/component/pkg:maven/xalan/serializer
1585;sonatype;30;;org.docx4j.org.apache.xalan-interpretive;;;https://ossindex.sonatype.org/component/pkg:maven/org.docx4j.org.apache/xalan-interpretive
;;;;;;;
1586;original;;xercesImpl;xerces.xercesImpl;библиотека анализатора XML от Apache Xerces;;
1586;openai;;;;Библиотека Java 'xerces.xercesimpl' - это библиотека анализа и валидации XML, предоставляемая проектом Xerces Foundation Apache Software Foundation.Это широко используемая библиотека для анализа и манипулирования XML -документами на Java.Библиотека «xerces.xercesimpl» содержит различные классы и интерфейсы, которые позволяют разработчикам анализировать документы XML и выполнять операции на них.Некоторые из ключевых компонентов этой библиотеки включают в себя: 1. XMLreader: Этот интерфейс определяет API для анализа документов XML.Он предоставляет методы для чтения данных XML из различных источников и обработки их с использованием различных обработчиков.2. DocumentBuilder: Этот класс позволяет разработчикам создавать представление DOM (объект документа) представления документа XML.Он предоставляет методы для создания и манипулирования различными узлами дерева DOM.3. ErrorHandler: этот интерфейс определяет методы обработки ошибок и предупреждений, встречающихся во время анализа XML.Разработчики могут реализовать этот интерфейс для настройки поведения обработки ошибок.4. Схема: этот класс представляет собой определение схемы XML.Это позволяет разработчикам проверять структуру и содержание документа XML по указанной схеме.5. XPath: Этот класс обеспечивает поддержку выражений XPath, которые используются для навигации и запроса документов XML.Это позволяет разработчикам выбирать узлы на основе конкретных критериев.6. Сериализатор: Этот класс предоставляет методы для сериализации документов XML.Его можно использовать для преобразования дерева DOM или других представлений XML в строку или выходной поток.В целом, библиотека 'xerces.xercesimpl' предоставляет комплексный набор инструментов и утилит для работы с XML в Java.Он обычно используется для анализа документов XML, подтверждения их структуры и манипулирования их содержанием.;The Java library 'xerces.xercesImpl' is an XML parsing and validation library provided by the Apache Software Foundation's Xerces project. It is a widely used library for parsing and manipulating XML documents in Java.  The 'xerces.xercesImpl' library contains various classes and interfaces that allow developers to parse XML documents and perform operations on them. Some of the key components of this library include:  1. XMLReader: This interface defines the API for parsing XML documents. It provides methods to read XML data from various sources and process it using different handlers.  2. DocumentBuilder: This class allows developers to build a DOM (Document Object Model) representation of an XML document. It provides methods for creating and manipulating different nodes of the DOM tree.  3. ErrorHandler: This interface defines the methods to handle errors and warnings encountered during XML parsing. Developers can implement this interface to customize error handling behavior.  4. Schema: This class represents an XML schema definition. It allows developers to validate the structure and content of an XML document against a specified schema.  5. XPath: This class provides support for XPath expressions, which are used to navigate and query XML documents. It allows developers to select nodes based on specific criteria.  6. Serializer: This class provides methods for serializing XML documents. It can be used to convert a DOM tree or other XML representations into a string or an output stream.  Overall, the 'xerces.xercesImpl' library provides a comprehensive set of tools and utilities for working with XML in Java. It is commonly used for parsing XML documents, validating their structure, and manipulating their content.;Describe the java library 'xerces.xercesImpl', specify what it contains
1586;sonatype;1;Xerces2 is the next generation of high performance, fully compliant XML parsers in the  Apache Xerces family. This new version of Xerces introduces the Xerces Native Interface (XNI),  a complete framework for building parser components and configurations that is extremely  modular and easy to program.;xerces.xercesImpl;Xerces2 - это следующее поколение высокопроизводительных, полностью совместимых анализаторов XML в семье Apache Xerces.Эта новая версия Xerces представляет Native Interface (XNI) XERCES (XNI), полную структуру для создания компонентов и конфигураций, которые являются чрезвычайно модульными и простыми для программирования.;Xerces2 is the next generation of high performance, fully compliant XML parsers in the  Apache Xerces family. This new version of Xerces introduces the Xerces Native Interface (XNI),  a complete framework for building parser components and configurations that is extremely  modular and easy to program.;https://ossindex.sonatype.org/component/pkg:maven/xerces/xercesImpl
1586;jarcasting;2;Xerces2-j;xerces.xercesImpl.2.12.2;Xerces2 обеспечивает высокопроизводительные, полностью совместимые анализаторы XML в семействе Apache Xerces.Эта новая версия Xerces продолжает основываться на нативном интерфейсе Xerces (XNI), полной структуре для создания компонентов и конфигураций, которые являются чрезвычайно модульными и простыми для программирования.Переводятель Apache Xerces2 - это эталонная реализация XNI, но другие компоненты, конфигурации и анализаторы, могут быть записаны с использованием нативного интерфейса Xerces.Для получения полной проектирования и документов реализации см. В Руководство XNI.XERCES2 обеспечивает полностью соответствующую процессоров XML схемы 1.0 и 1.1.Экспериментальная реализация «Язык определения схемы XML схемы (XSD): рекомендация кандидатов кандидата (SCD) (январь 2010 г.)» также предоставлена для оценки.Для получения дополнительной информации обратитесь к странице схемы XML.XERCES2 также предоставляет полную реализацию ядра уровня 3 -го уровня 3 -го уровня и нагрузки/сохранения рекомендаций W3C и обеспечивает полную реализацию рекомендации W3C включения XML (Xinclude).Он также обеспечивает поддержку каталогов Oasis XML v1.1.Xerces2 способен анализировать документы, написанные в соответствии с рекомендацией XML 1.1, за исключением того, что он еще не предоставляет возможность для обеспечения проверки нормализации, как описано в разделе 2.13 этой спецификации.Он также обрабатывает пространства имен в соответствии с рекомендацией имен XML 1.1, и будет правильно сериализовать документы XML 1.1, если используются API на загрузке/сохранение уровня DOM 3.;Xerces2 provides high performance, fully compliant XML parsers in the Apache Xerces family. This new version of Xerces continues to build upon the Xerces Native Interface (XNI), a complete framework for building parser components and configurations that is extremely modular and easy to program. The Apache Xerces2 parser is the reference implementation of XNI but other parser components, configurations, and parsers can be written using the Xerces Native Interface. For complete design and implementation documents, refer to the XNI Manual. Xerces2 provides fully conforming XML Schema 1.0 and 1.1 processors. An experimental implementation of the "XML Schema Definition Language (XSD): Component Designators (SCD) Candidate Recommendation (January 2010)" is also provided for evaluation. For more information, refer to the XML Schema page. Xerces2 also provides a complete implementation of the Document Object Model Level 3 Core and Load/Save W3C Recommendations and provides a complete implementation of the XML Inclusions (XInclude) W3C Recommendation. It also provides support for OASIS XML Catalogs v1.1. Xerces2 is able to parse documents written according to the XML 1.1 Recommendation, except that it does not yet provide an option to enable normalization checking as described in section 2.13 of this specification. It also handles namespaces according to the XML Namespaces 1.1 Recommendation, and will correctly serialize XML 1.1 documents if the DOM level 3 load/save APIs are in use.;https://jarcasting.com/artifacts/xerces/xercesImpl/
1586;jarcasting;3;Apache Xerces2 Java - XML Schema 1.1;org.opengis.cite.xerces.xercesImpl-xsd11-shaded.2.12-beta-r1667115;Процессор XML схемы с предварительной поддержкой для рекомендации W3C XML Schema 1.1 (в двух частях).Этот артефакт был получен из филиала XML-Schema-1.1-Dev (R1667115) и построен с использованием JDK 7. org.apache.xerces и org.eclipse.wst Пакеты переезжают, чтобы избежать конфликтов с другими компонентами, которые зависят от последнихВыпуск Xerces (2.11.0).;An XML Schema processor with preliminary support for the W3C XML Schema 1.1 Recommendation (in two parts). This artifact was sourced from the xml-schema-1.1-dev branch (r1667115) and built using JDK 7. The org.apache.xerces and org.eclipse.wst packages are relocated to avoid conflicts with other components that depend on the latest public Xerces release (2.11.0).;https://jarcasting.com/artifacts/org.opengis.cite.xerces/xercesImpl-xsd11-shaded/
1586;jarcasting;4;Xerces2-j;org.codelibs.xerces.xercesImpl.2.12.1-sp1;Xerces2 - это следующее поколение высокопроизводительных, полностью совместимых анализаторов XML в семье Apache Xerces.Эта новая версия Xerces представляет Native Interface (XNI) XERCES (XNI), полную структуру для создания компонентов и конфигураций, которые являются чрезвычайно модульными и простыми для программирования.Переводятель Apache Xerces2 - это эталонная реализация XNI, но другие компоненты, конфигурации и анализаторы, могут быть записаны с использованием нативного интерфейса Xerces.Для получения полной проектирования и документов реализации см. В Руководство XNI.Xerces2 - это полностью соответствующий процессор XML Schema 1.0.Частичная экспериментальная реализация структур и дата данных XML Schema 1.1, работающих на основе рабочих черновиков (декабрь 2009 г.) и экспериментальная реализация языка определения схемы XML (XSD): рекомендация кандидатов компонентов (SCD) (январь 2010 г.) представлена для оценки.Для получения дополнительной информации обратитесь к странице схемы XML.XERCES2 также предоставляет полную реализацию ядра уровня 3 -го уровня 3 -го уровня и нагрузки/сохранения рекомендаций W3C и обеспечивает полную реализацию рекомендации W3C включения XML (Xinclude).Он также обеспечивает поддержку каталогов Oasis XML v1.1.Xerces2 способен анализировать документы, написанные в соответствии с рекомендацией XML 1.1, за исключением того, что он еще не предоставляет возможность для обеспечения проверки нормализации, как описано в разделе 2.13 этой спецификации.Он также обрабатывает пространства имен в соответствии с рекомендацией имен XML 1.1, и будет правильно сериализовать документы XML 1.1, если используются API на загрузке/сохранение уровня DOM 3.;Xerces2 is the next generation of high performance, fully compliant XML parsers in the Apache Xerces family. This new version of Xerces introduces the Xerces Native Interface (XNI), a complete framework for building parser components and configurations that is extremely modular and easy to program. The Apache Xerces2 parser is the reference implementation of XNI but other parser components, configurations, and parsers can be written using the Xerces Native Interface. For complete design and implementation documents, refer to the XNI Manual. Xerces2 is a fully conforming XML Schema 1.0 processor. A partial experimental implementation of the XML Schema 1.1 Structures and Datatypes Working Drafts (December 2009) and an experimental implementation of the XML Schema Definition Language (XSD): Component Designators (SCD) Candidate Recommendation (January 2010) are provided for evaluation. For more information, refer to the XML Schema page. Xerces2 also provides a complete implementation of the Document Object Model Level 3 Core and Load/Save W3C Recommendations and provides a complete implementation of the XML Inclusions (XInclude) W3C Recommendation. It also provides support for OASIS XML Catalogs v1.1. Xerces2 is able to parse documents written according to the XML 1.1 Recommendation, except that it does not yet provide an option to enable normalization checking as described in section 2.13 of this specification. It also handles namespaces according to the XML Namespaces 1.1 Recommendation, and will correctly serialize XML 1.1 documents if the DOM level 3 load/save APIs are in use.;https://jarcasting.com/artifacts/org.codelibs.xerces/xercesImpl/
1586;jarcasting;5;WSO2 Carbon Orbit - xercesImpl Library;org.wso2.orbit.xerces.xercesImpl.2.12.2.wso2v1;Этот пакет будет выставлять пакеты из библиотеки Xercesimpl;This bundle will expose packages from xercesImpl library;https://jarcasting.com/artifacts/org.wso2.orbit.xerces/xercesImpl/
1586;jarcasting;6;Apache Xerces2 Java - XML Schema 1.1;org.opengis.cite.xerces.xercesImpl-xsd11.2.12-beta-r1667115;Полностью соответствующий процессор XML Schema 1.0 с частичной поддержкой спецификаций XML Schema 1.1 (часть 1: Структуры и часть 2: DataTypes).Xerces2 также предоставляет полную реализацию следующих рекомендаций W3C: * Расширимое языковой язык разметки (XML) 1.1 * Модель объекта документа (DOM) Уровень 3 Core * Model Object Model (DOM) Уровень 3 Загрузка и сохранение * XML включения (Xinclude) Версия 1.0.;A fully-conforming XML Schema 1.0 processor with partial support for the XML Schema 1.1 specifications (Part 1: Structures and Part 2: Datatypes). Xerces2 also provides a complete implementation of the following W3C Recommendations: * Extensible Markup Language (XML) 1.1 * Document Object Model (DOM) Level 3 Core * Document Object Model (DOM) Level 3 Load and Save * XML Inclusions (XInclude) Version 1.0;https://jarcasting.com/artifacts/org.opengis.cite.xerces/xercesImpl-xsd11/
1586;jarcasting;7;Xerces2-j;org.exist-db.thirdparty.xerces.xercesImpl.2.12.2;Xerces2 - это следующее поколение высокопроизводительных, полностью совместимых анализаторов XML в семье Apache Xerces.Эта новая версия Xerces представляет Native Interface (XNI) XERCES (XNI), полную структуру для создания компонентов и конфигураций, которые являются чрезвычайно модульными и простыми для программирования.Переводятель Apache Xerces2 - это эталонная реализация XNI, но другие компоненты, конфигурации и анализаторы, могут быть записаны с использованием нативного интерфейса Xerces.Для получения полной проектирования и документов реализации см. В Руководство XNI.Xerces2 - это полностью соответствующий процессор XML Schema 1.0.Частичная экспериментальная реализация структур и дата данных XML Schema 1.1, работающих на основе рабочих черновиков (декабрь 2009 г.) и экспериментальная реализация языка определения схемы XML (XSD): рекомендация кандидатов компонентов (SCD) (январь 2010 г.) представлена для оценки.Для получения дополнительной информации обратитесь к странице схемы XML.XERCES2 также предоставляет полную реализацию ядра уровня 3 -го уровня 3 -го уровня и нагрузки/сохранения рекомендаций W3C и обеспечивает полную реализацию рекомендации W3C включения XML (Xinclude).Он также обеспечивает поддержку каталогов Oasis XML v1.1.Xerces2 способен анализировать документы, написанные в соответствии с рекомендацией XML 1.1, за исключением того, что он еще не предоставляет возможность для обеспечения проверки нормализации, как описано в разделе 2.13 этой спецификации.Он также обрабатывает пространства имен в соответствии с рекомендацией имен XML 1.1, и будет правильно сериализовать документы XML 1.1, если используются API на загрузке/сохранение уровня DOM 3.;Xerces2 is the next generation of high performance, fully compliant XML parsers in the Apache Xerces family. This new version of Xerces introduces the Xerces Native Interface (XNI), a complete framework for building parser components and configurations that is extremely modular and easy to program. The Apache Xerces2 parser is the reference implementation of XNI but other parser components, configurations, and parsers can be written using the Xerces Native Interface. For complete design and implementation documents, refer to the XNI Manual. Xerces2 is a fully conforming XML Schema 1.0 processor. A partial experimental implementation of the XML Schema 1.1 Structures and Datatypes Working Drafts (December 2009) and an experimental implementation of the XML Schema Definition Language (XSD): Component Designators (SCD) Candidate Recommendation (January 2010) are provided for evaluation. For more information, refer to the XML Schema page. Xerces2 also provides a complete implementation of the Document Object Model Level 3 Core and Load/Save W3C Recommendations and provides a complete implementation of the XML Inclusions (XInclude) W3C Recommendation. It also provides support for OASIS XML Catalogs v1.1. Xerces2 is able to parse documents written according to the XML 1.1 Recommendation, except that it does not yet provide an option to enable normalization checking as described in section 2.13 of this specification. It also handles namespaces according to the XML Namespaces 1.1 Recommendation, and will correctly serialize XML 1.1 documents if the DOM level 3 load/save APIs are in use.;https://jarcasting.com/artifacts/org.exist-db.thirdparty.xerces/xercesImpl/
1586;mavenjar;8;Xerces2-j;xerces.xercesImpl.RELEASE;Xerces2 обеспечивает высокопроизводительные, полностью совместимые анализаторы XML в семействе Apache Xerces.Эта новая версия Xerces продолжает основываться на нативном интерфейсе Xerces (XNI), полной структуре для создания компонентов и конфигураций, которые являются чрезвычайно модульными и простыми для программирования....;Xerces2 provides high performance, fully compliant XML parsers in the Apache Xerces family. This new version of Xerces continues to build upon the Xerces Native Interface (XNI), a complete framework for building parser components and configurations that is extremely modular and easy to program.  ...;https://mavenjar.com/artifact/xerces/xercesImpl
1586;mavenjar;9;WSO2 Carbon Orbit - xercesImpl Library;org.wso2.orbit.xerces.xercesImpl.2.12.0.wso2v1;Этот пакет будет выставлять пакеты из библиотеки Xercesimpl;This bundle will expose packages from xercesImpl library;https://mavenjar.com/artifact/org.wso2.orbit.xerces/xercesImpl
1586;mavenjar;10;Xerces2-j;org.exist-db.thirdparty.xerces.xercesImpl.2.12.0;Xerces2 - это следующее поколение высокопроизводительных, полностью совместимых анализаторов XML в семье Apache Xerces.Эта новая версия XERCES представляет нативный интерфейс XERCES (XNI), полную структуру для компонентов и конфигураций построения синтаксического анализатора, которая чрезвычайно модульная ...;Xerces2 is the next generation of high performance, fully compliant XML parsers in the Apache Xerces family.  This new version of Xerces introduces the Xerces Native Interface (XNI), a complete framework for building  parser components and configurations that is extremely modular an...;https://mavenjar.com/artifact/org.exist-db.thirdparty.xerces/xercesImpl
1586;mavenjar;11;Apache Xerces2 Java - XML Schema 1.1;org.opengis.cite.xerces.xercesImpl-xsd11.2.12-beta-r1667115;Полностью соответствующий процессор XML Schema 1.0 с частичной поддержкой спецификаций XML Schema 1.1 (часть 1: Структуры и часть 2: DataTypes).Xerces2 также предоставляет полную реализацию следующих рекомендаций W3C: * Расширяемый язык разметки (XML) 1.1 * Документ OBJE ...;A fully-conforming XML Schema 1.0 processor with partial support for the XML Schema 1.1 specifications (Part 1: Structures and Part 2: Datatypes). Xerces2 also provides a complete implementation of the following W3C Recommendations:  * Extensible Markup Language (XML) 1.1  * Document Obje...;https://mavenjar.com/artifact/org.opengis.cite.xerces/xercesImpl-xsd11
1586;sonatype;12;;org.exist-db.thirdparty.xerces.xercesImpl;;;https://ossindex.sonatype.org/component/pkg:maven/org.exist-db.thirdparty.xerces/xercesImpl
1586;sonatype;13;;org.apache.xerces.xercesImpl;;;https://ossindex.sonatype.org/component/pkg:maven/org.apache.xerces/xercesImpl
1586;sonatype;14;;org.codelibs.xerces.xercesImpl;;;https://ossindex.sonatype.org/component/pkg:maven/org.codelibs.xerces/xercesImpl
1586;sonatype;15;An XML Schema processor with preliminary support for the W3C XML Schema 1.1 Recommendation (in two parts). This artifact was sourced from the xml-schema-1.1-dev branch (r1667115) and built using JDK 7. The org.apache.xerces and org.eclipse.wst packages are relocated to avoid conflicts with other components that depend on the latest public Xerces release (2.11.0).;org.opengis.cite.xerces.xercesImpl-xsd11-shaded;Процессор XML схемы с предварительной поддержкой для рекомендации W3C XML Schema 1.1 (в двух частях).Этот артефакт был получен из филиала XML-Schema-1.1-Dev (R1667115) и построен с использованием JDK 7. org.apache.xerces и org.eclipse.wst Пакеты переезжают, чтобы избежать конфликтов с другими компонентами, которые зависят от последнихВыпуск Xerces (2.11.0).;An XML Schema processor with preliminary support for the W3C XML Schema 1.1 Recommendation (in two parts). This artifact was sourced from the xml-schema-1.1-dev branch (r1667115) and built using JDK 7. The org.apache.xerces and org.eclipse.wst packages are relocated to avoid conflicts with other components that depend on the latest public Xerces release (2.11.0).;https://ossindex.sonatype.org/component/pkg:maven/org.opengis.cite.xerces/xercesImpl-xsd11-shaded
1586;mavenjar;16;Xerces2-j;org.codelibs.xerces.xercesImpl.2.12.0-sp1;Xerces2 - это следующее поколение высокопроизводительных, полностью совместимых анализаторов XML в семье Apache Xerces.Эта новая версия XERCES представляет нативный интерфейс XERCES (XNI), полную структуру для создания компонентов и конфигураций, которые чрезвычайно модульны и просты в программе ...;Xerces2 is the next generation of high performance, fully compliant XML parsers in the Apache Xerces family. This new version of Xerces introduces the Xerces Native Interface (XNI), a complete framework for building parser components and configurations that is extremely modular and easy to progra...;https://mavenjar.com/artifact/org.codelibs.xerces/xercesImpl
